state,district,block,village_name,other_areas,constituency,longitude,latitude
Jharkhand,Gumla,Bharno/Chainpur,Sargaon,in Chainpur near Jharkhand-Chhattisgarh border,Sisai,23.159444444444443,84.87966666666667
Jharkhand,Bokaro,Gomia,NA,Jhumra Hill,Gomia,23.808666666666667,85.82666666666667
Jharkhand,Khunti,Arki,NA,Jorabeda forest,Tamar,23.00797222222222,85.53302777777778
Jharkhand,West Singhbhum,Bandgaon,Manmaru,NA,Chakradharpur,22.74230555555556,85.33602777777777
Jharkhand,Palamau,Chainpur,Barijharia,Chainpur Police Station,Daltonganj,23.902055555555556,86.49433333333333
Jharkhand,Hazaribagh,Chauparan,Chauparan,NA,Chouparan,24.377944444444445,85.26038888888888
Jharkhand,Latehar,Latehar,Hutar colliery,NA,Latehar,23.803,84.48905555555555
Jharkhand,West Singhbhum,NA,Kudabeda,Sonuwa,Chakradharpur,22.570777777777774,85.46136111111112
Jharkhand,West Singhbhum,Chakradhapur,NA,Posaita,Chakradhapur,22.67605555555556,85.62216666666666
Jharkhand,Lohardaga,Kisko,NA,Kisko More,Lohardaga,23.5145,84.66630555555557
Jharkhand,Giridih,Pirtand,Pirtand,NA,Giridh,24.05230555555556,86.16280555555556
Jharkhand,Bokaro,Gumia,Purnapani,Jhumra hill,Gomia,23.84961111111111,85.60775
Jharkhand,Khunti,Arki,Saomarangbeda,Arki Police Station,Tamar,23.008,85.53308333333334
Jharkhand,East Singhbhum,Ghatshila,Maluki,NA,Ghatshila,22.586416666666665,86.473
Jharkhand,Palamau,Panki,Kalimati,Panki Police station,Panki,23.761027777777777,86.77938888888889
Jharkhand,Latehar,Latehar,Lawagarh (Nawagarh),NA,Latehar,23.69830555555556,84.46705555555556
Jharkhand,Bokaro,Bermo,NA,Bermo,Bermo,23.800527777777777,85.94588888888889
Jharkhand,Palamu,Panki,Taal (Tal),NA,Panki,24.45225,87.28508333333333
Jharkhand,Gumla,Basia,Guram Dato Tola,NA,Sisai,22.87252777777778,84.8245
Jharkhand,West Singhbhum,NA,Mogahataburu,Saranda forest,Jaganathpur,22.071638888888888,85.26883333333333
Jharkhand,Lohardaga,Kisko,NA,the forest under Kisko Police Station,Lohardaga,23.514416666666666,84.66572222222223
Jharkhand,Khunti,Karra,Karra,NA,Khunti,23.125805555555555,85.12941666666666
Jharkhand,Latehar,Hutar,NA,Barwadih-Morbai road,Manika,23.84894444444444,84.11716666666666
Jharkhand,West Singhbhum,Noamundi,village near Karampada,Saranda forest,Jagnnathpur,22.059944444444444,85.23788888888889
Jharkhand,Latehar,Manika,NA,Palahia,Manika,23.864416666666667,84.35902777777777
Jharkhand,Gumla,Raidih,Bansdih,NA,Gumla,24.060222222222222,84.00827777777778
Jharkhand,Palamu,Manatu,Nitar,Manatu Police Station,Panki,24.224083333333333,84.43136111111112
Jharkhand,Gumla,Gumla,Basua,NA,Gumla,23.140416666666667,84.56888888888888
Jharkhand,Gumla,Gumla,NA,Tatitoli locality,Gumla,23.048361111111117,84.54144444444444
Jharkhand,Bokaro,NA,Jamnia,Pek Panchayat,NA,24.549472222222224,86.89777777777779
Jharkhand,Palamu,Lesliganj,Parsoum,between Panki and Balumath,Panki,23.829472222222225,84.78852777777777
Jharkhand,West Singhbhum,Bandgaon,NA,NA,Chakradharpur,22.86725,85.32558333333333
Jharkhand,Lohardaga,Kisko,Murmu,Sahedpat village; near Marayan forest under the Jowang Police Station limits,Lohardaga,23.649416666666667,84.48669444444444
Jharkhand,Simdega,Bano,NA,Marikel forest,Kolebira,22.55905555555556,85.01522222222222
Jharkhand,Hazaribagh,Hazaribagh,NA,Hazaribag-Bagodar National Highway,Hazaribagh,23.991333333333333,85.36802777777777
Jharkhand,Saraikela-Kharsawan,Sareikela,Sareikela,NA,Seraikella,22.70272222222222,85.92805555555556
Jharkhand,East Singhbhum,Dhalbhumgarh,NA,between Kokpara and Dalbhumgarh railway stations,Ghatsila,22.452305555555554,86.58983333333333
Jharkhand,Lohardaga,Kuru,Dubang,Dhodhorha Pool,Lohardaga,23.593722222222222,84.74480555555556
Jharkhand,Giridih,Giridh,Belatand,Tisri forests,Giridh,23.77175,86.31616666666666
Jharkhand,Latehar,Barwadih,NA,between Chhipa Dohar and Hehegarha railway stations,Manika,23.818194444444444,84.1936388888889
Jharkhand,Gumla,Sisai,Nagfeni,Sisai area,Sisai,23.1195,84.67333333333333
Jharkhand,Hazaribagh,Katkamsandi,Demotand,Bendi,Hazaribagh,23.981111111111108,85.22544444444445
Jharkhand,Simdega,Jaldega,Saldaga (Jaladega),NA,Kolebira,22.56880555555556,84.8125
Jharkhand,East Singhbhum,Ghatshila,Ghatshila,NA,Ghatshila,22.586416666666665,86.473
Jharkhand,Ranchi,NA,Bundu,NA,Tamar,23.165138888888887,85.58911111111111
Jharkhand,West Singhbhum,Goeilkera,NA,Goeilkera area,Chakradharpur,22.507916666666667,85.37594444444444
Jharkhand,Bokaro,Gomia and Petarwar blocks,NA,Mahuataad area,Gomia,23.69675,85.66958333333334
Jharkhand,Seraikela-Kharsawan,Ichagarh,Dalma hill,Chandil,Ichagarh,22.89005555555556,86.2196111111111
Jharkhand,Bokaro,Gomia,NA,Kanshidih forest,Gomia,23.808666666666667,85.82666666666667
Jharkhand,West Singhbhum,Sonua,Gurdri,Sonua Police Station,Chakradharpur,22.68425,85.21169444444445
Jharkhand,Giridih,Birni,Telia Bahiar,NA,Bagodar,24.27252777777778,85.92947222222223
Jharkhand,Latehar,Latehar,Tarwadih,NA,Latehar,23.706916666666665,84.45497222222222
Jharkhand,Ranchi,Burmu,NA,McCluskieganj,Kanke,23.65013888888889,84.94475
Jharkhand,Latehar,Latehar,Bingada,NA,Latehar,23.746583333333334,84.50847222222222
Jharkhand,Simdega,Kolibera,Domtoli,NA,Kolibera,22.61377777777778,84.72347222222223
Jharkhand,Hazaribagh,Chouparan,Daihar,Chouparan,Barhi,24.34327777777777,85.17997222222223
Jharkhand,East Singhbhum,Patamda,Baguidih,Bodam Police station,Jugsalai,22.956333333333333,86.28377777777777
Jharkhand,Saraikela-Kharsawan,Kuchai,NA,Merom Junga Pahari,Kharsawan,22.718638888888886,85.80580555555555
Jharkhand,Chatra,Simaria,Sohar,NA,Simaria,23.99961111111111,84.94666666666667
